RunNo,Restart,Cost,Time,InitialSolutionGenerationTime,Iterations,HeuristicCalls,HeuristicQueenCalls,AvgNumIterationsBeforeLocalMinima
0,293,0,27.734375,0.046875,19784,39568,2116888,66.38566552901024
1,107,0,9.9375,0.03125,7115,14230,761305,65.21495327102804
2,548,0,52.765625,0.03125,34975,69950,3742325,62.73905109489051
3,418,0,40.078125,0.046875,27666,55332,2960262,65.10287081339713
4,2,0,0.265625,0.0,126,252,13482,45.5
5,626,0,60.796875,0.03125,39708,79416,4248756,62.36261980830671
6,541,0,51.8125,0.0,34920,69840,3736440,63.44547134935305
7,87,0,8.296875,0.0,5575,11150,596525,62.71264367816092
8,263,0,23.0,0.0625,16780,33560,1795460,62.638783269961976
9,353,0,34.4375,0.015625,22650,45300,2423550,62.90934844192635
10,102,0,9.15625,0.0,6740,13480,721180,64.74509803921569
11,36,0,3.265625,0.0,2463,4926,263541,65.94444444444444
12,309,0,29.640625,0.015625,19698,39396,2107686,62.58576051779935
13,119,0,10.5625,0.015625,7883,15766,843481,64.87394957983193
14,286,0,25.1875,0.0,18191,36382,1946437,62.43006993006993
15,1000,5,92.546875,0.03125,65981,131962,7059967,64.91508491508492
16,6,0,0.625,0.0,400,800,42800,57.5
17,226,0,20.4375,0.0,14480,28960,1549360,62.91150442477876
18,90,0,8.046875,0.0,5900,11800,631300,64.07777777777778
19,418,0,38.25,0.015625,27256,54512,2916392,64.0933014354067
20,209,0,24.25,0.015625,13573,27146,1452311,63.67942583732057
21,40,0,4.96875,0.0,2676,5352,286332,65.0
22,312,0,42.15625,0.015625,19676,39352,2105332,61.90384615384615
23,46,0,5.578125,0.0,3094,6188,331058,65.56521739130434
24,11,0,1.453125,0.0,710,1420,75970,60.45454545454545
25,211,0,31.234375,0.03125,13497,26994,1444179,62.78199052132702
26,444,0,48.375,0.015625,28461,56922,3045327,62.997747747747745
27,459,0,47.328125,0.015625,29309,58618,3136063,62.769063180827885
28,89,0,7.921875,0.0,5748,11496,615036,63.20224719101124
29,9,0,0.84375,0.0,589,1178,63023,60.77777777777778
30,909,0,84.203125,0.03125,57459,114918,6148113,62.165016501650165
31,130,0,11.453125,0.0,8455,16910,904685,63.776923076923076
32,66,0,5.9375,0.0,4340,8680,464380,63.92424242424242
33,965,0,85.828125,0.078125,61209,122418,6549363,62.37720207253886
34,208,0,18.265625,0.015625,12927,25854,1383189,60.99038461538461
35,129,0,11.859375,0.0,8686,17372,929402,65.73643410852713
36,76,0,6.984375,0.015625,5197,10394,556079,67.01315789473684
37,11,0,1.15625,0.015625,764,1528,81748,63.27272727272727
38,931,0,86.703125,0.09375,59991,119982,6419037,63.3609022556391
39,92,0,8.328125,0.0,5899,11798,631193,62.59782608695652
40,151,0,13.703125,0.0,10123,20246,1083161,65.79470198675497
41,101,0,9.03125,0.0,6374,12748,682018,61.54455445544554
42,59,0,5.203125,0.0,3735,7470,399645,61.779661016949156
43,598,0,57.78125,0.015625,39596,79192,4236772,65.15551839464882
44,101,0,9.03125,0.0,6166,12332,659762,59.603960396039604
45,421,0,41.75,0.015625,27705,55410,2964435,64.70783847980998
46,81,0,9.171875,0.015625,5270,10540,563890,63.5679012345679
47,414,0,36.515625,0.03125,26404,52808,2825228,62.67632850241546
48,310,0,27.8125,0.015625,19798,39596,2118386,62.71935483870968
