RunNo,Restart,Cost,Time,InitialSolutionGenerationTime,Iterations,HeuristicCalls,HeuristicQueenCalls,AvgNumIterationsBeforeLocalMinima
0,293,0,54.03125,0.03125,19784,39568,2116888,66.38566552901024
1,107,0,21.03125,0.015625,7115,14230,761305,65.21495327102804
2,548,0,126.265625,0.0625,34975,69950,3742325,62.73905109489051
3,418,0,106.984375,0.015625,27666,55332,2960262,65.10287081339713
4,2,0,0.484375,0.0,126,252,13482,45.5
5,626,0,153.046875,0.046875,39708,79416,4248756,62.36261980830671
6,541,0,134.515625,0.03125,34920,69840,3736440,63.44547134935305
7,87,0,21.546875,0.0,5575,11150,596525,62.71264367816092
8,263,0,64.703125,0.046875,16780,33560,1795460,62.638783269961976
9,353,0,88.484375,0.046875,22650,45300,2423550,62.90934844192635
10,102,0,25.8125,0.015625,6740,13480,721180,64.74509803921569
11,36,0,9.484375,0.0,2463,4926,263541,65.94444444444444
12,309,0,77.140625,0.046875,19698,39396,2107686,62.58576051779935
13,119,0,30.40625,0.03125,7883,15766,843481,64.87394957983193
14,286,0,70.921875,0.0,18191,36382,1946437,62.43006993006993
15,1000,5,253.796875,0.03125,65981,131962,7059967,64.91508491508492
16,6,0,1.578125,0.0,400,800,42800,57.5
17,226,0,55.671875,0.0625,14480,28960,1549360,62.91150442477876
18,90,0,22.734375,0.0,5900,11800,631300,64.07777777777778
19,418,0,105.0625,0.078125,27256,54512,2916392,64.0933014354067
20,209,0,52.359375,0.03125,13573,27146,1452311,63.67942583732057
21,40,0,10.359375,0.015625,2676,5352,286332,65.0
22,312,0,75.65625,0.046875,19676,39352,2105332,61.90384615384615
23,46,0,12.171875,0.0,3094,6188,331058,65.56521739130434
24,11,0,2.78125,0.0,710,1420,75970,60.45454545454545
25,211,0,52.28125,0.03125,13497,26994,1444179,62.78199052132702
26,444,0,109.109375,0.015625,28461,56922,3045327,62.997747747747745
27,459,0,112.5625,0.0,29309,58618,3136063,62.769063180827885
28,89,0,22.1875,0.015625,5748,11496,615036,63.20224719101124
29,9,0,2.21875,0.0,589,1178,63023,60.77777777777778
30,909,0,219.46875,0.0625,57459,114918,6148113,62.165016501650165
31,130,0,31.9375,0.015625,8455,16910,904685,63.776923076923076
32,66,0,16.46875,0.0,4340,8680,464380,63.92424242424242
33,965,0,231.375,0.15625,61209,122418,6549363,62.37720207253886
34,208,0,49.109375,0.046875,12927,25854,1383189,60.99038461538461
35,129,0,32.75,0.015625,8686,17372,929402,65.73643410852713
36,76,0,19.625,0.015625,5197,10394,556079,67.01315789473684
37,11,0,2.859375,0.0,764,1528,81748,63.27272727272727
38,931,0,227.859375,0.046875,59991,119982,6419037,63.3609022556391
39,92,0,22.359375,0.015625,5899,11798,631193,62.59782608695652
40,151,0,38.5,0.015625,10123,20246,1083161,65.79470198675497
41,101,0,24.296875,0.0,6374,12748,682018,61.54455445544554
42,59,0,14.046875,0.0,3735,7470,399645,61.779661016949156
43,598,0,149.421875,0.046875,39596,79192,4236772,65.15551839464882
44,101,0,23.3125,0.0,6166,12332,659762,59.603960396039604
45,421,0,107.296875,0.046875,27705,55410,2964435,64.70783847980998
46,81,0,19.875,0.0,5270,10540,563890,63.5679012345679
47,414,0,100.8125,0.09375,26404,52808,2825228,62.67632850241546
48,310,0,74.75,0.03125,19798,39596,2118386,62.71935483870968
49,220,0,53.203125,0.046875,14132,28264,1512124,63.04090909090909
50,190,0,46.015625,0.015625,12223,24446,1307861,63.142105263157895
51,220,0,55.96875,0.015625,14387,28774,1539409,64.2090909090909
52,30,0,7.78125,0.015625,1910,3820,204370,61.166666666666664
53,212,0,49.9375,0.0,13290,26580,1422030,61.528301886792455
54,945,0,230.296875,0.078125,60749,121498,6500143,63.20846560846561
55,551,0,133.9375,0.078125,35274,70548,3774318,62.89110707803993
56,122,0,29.40625,0.015625,7815,15630,836205,62.60655737704918
57,40,0,9.5,0.015625,2501,5002,267607,60.05
58,28,0,7.015625,0.0,1879,3758,201053,64.96428571428571
59,94,0,23.265625,0.0,6154,12308,658478,64.13829787234043
60,563,0,136.0625,0.0625,36140,72280,3866980,63.10657193605684
61,101,0,25.96875,0.03125,6437,12874,688759,62.31683168316832
62,219,0,54.1875,0.046875,14037,28074,1501959,62.9634703196347
63,130,0,32.484375,0.0,8410,16820,899870,63.4
64,39,0,9.78125,0.0,2498,4996,267286,62.41025641025641
65,37,0,8.96875,0.0,2425,4850,259475,63.16216216216216
66,131,0,31.796875,0.0,8391,16782,897837,62.74809160305343
67,656,0,165.640625,0.015625,42584,85168,4556488,63.833841463414636
68,104,0,26.640625,0.0,6999,13998,748893,65.79807692307692
69,1000,3,248.828125,0.125,64051,128102,6853457,62.98701298701299
70,221,0,50.84375,0.03125,14271,28542,1526997,63.425339366515836
71,1000,2,224.046875,0.03125,64209,128418,6870363,63.14485514485514
72,168,0,38.359375,0.015625,11012,22024,1178284,64.33333333333333
73,197,0,43.515625,0.0,12459,24918,1333113,61.93908629441624
74,362,0,82.484375,0.015625,23418,46836,2505726,63.57182320441989
75,127,0,28.9375,0.046875,8226,16452,880182,63.32283464566929
76,796,0,180.46875,0.046875,51467,102934,5506969,63.57663316582914
77,1000,3,223.46875,0.109375,64102,128204,6858914,63.03796203796204
78,1000,4,229.0625,0.140625,65465,130930,7004755,64.3996003996004
79,540,0,121.171875,0.03125,35390,70780,3786730,64.4574074074074
80,85,0,17.828125,0.015625,5575,11150,596525,63.917647058823526
81,824,0,169.671875,0.03125,54442,108884,5825294,65.01820388349515
82,60,0,12.046875,0.0,3854,7708,412378,62.28333333333333
83,633,0,127.96875,0.0625,40880,81760,4374160,63.50394944707741
84,1000,2,197.65625,0.046875,64430,128860,6894010,63.179
85,285,0,55.21875,0.03125,18186,36372,1945902,62.66315789473684
86,318,0,61.828125,0.0,20199,40398,2161293,62.41509433962264
87,231,0,43.96875,0.015625,14548,29096,1556636,61.83549783549783
88,639,0,125.3125,0.109375,41323,82646,4421561,63.58059467918623
89,130,0,25.1875,0.015625,8138,16276,870766,61.315384615384616
90,317,0,63.28125,0.03125,20496,40992,2193072,63.50788643533123
91,199,0,39.8125,0.046875,12989,25978,1389823,63.959798994974875
92,776,0,152.671875,0.078125,49787,99574,5327209,63.1069587628866
93,132,0,26.90625,0.015625,8644,17288,924908,64.15151515151516
94,126,0,24.046875,0.015625,7922,15844,847654,61.53968253968254
95,554,0,108.328125,0.046875,35540,71080,3802780,63.06317689530686
96,250,0,49.828125,0.015625,16154,32308,1728478,63.436
97,853,0,165.90625,0.078125,54592,109184,5841344,62.922626025791324
98,20,0,4.34375,0.0,1417,2834,151619,67.55
99,231,0,45.921875,0.015625,14960,29920,1600720,63.6017316017316
